CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
BSCN9100,Intro to Nursing,T,Which term describes the set of nursing interventions that nurses perform providing a level of standardization that enhances communication of nursing care across all health care settings and enables health care providers to compare outcomes?,NANDA International nursing diagnoses,Nursing Interventions Classification (NIC),Nursing Outcomes Classification (NOC),Clinical guidelines,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which action by the nurse is necessary prior to performing planned interventions when the patient’s conditions can change rapidly?,Evaluate available staffing to assist with interventions.,Good judgement and reassessment.,Review physician orders.,Ensure that appropriate supplies are available prior to initiating the intervention.,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which term describes a statement of orders for specific patients with identified clinical problems that directs patient care in various clinical settings?,Clinical practice guidelines,Standard interventions,Medical directive,Standards of care,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which action helps the nurse decide whether the proposed nursing action continues to be appropriate for the patient’s level of wellness?,Reassessment,Planning,Collaboration,Implementation,,,A,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which nursing action helps identify and prevent patient risks?,Be alert for and recognize risks.,Avoid interventions that have potential risks to patients.,Adapt interventions to the situation.,Evaluate the benefit of the treatment in relation to risk.,Initiate risk-prevention measures.,,A|C|D|E,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which skill is essential for effective nursing action and proper communication with the patient/family?,Cognitive,Interpersonal,Psychomotor,Leadership,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which nursing intervention is an example of direct care for the patient who has undergone coronary artery bypass graft (CABG) surgery?,Administering medications,Inserting an intravenous line,Counselling the patient about required care,Keeping the patient’s room free from infection,Keeping the patient’s paperwork updated,,A|B|C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which phase is the final step in the nursing process?,Assessment,Implementation,Evaluation,Diagnosis,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which action must the nurse take if the evaluation of the care plan proves unsuccessful?,Reevaluate,Educate the patient on plan of care,Revise the plan of care,Continue with the plan of care until successful,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which factor best supports the achievement of the goal?,Implementation of the plan of care,The success of the interventions,Patient’s willingness to participate in care,Nurse’s understanding of the diagnoses and treatment plan,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which action is an example of an evaluative measure?,Auscultating lungs,Observing patient’s skill performance,Discussing patient’s feelings,Inspecting skin,Collaborating with the health care team,,A|B|C|D,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which phrase summarizes an evaluative measure for a pressure injury?,Erythema will be reduced in 2 days.,"Inspect colour, condition, and location of injury.",Injury will have no odour or drainage in 2 days.,Assess patient for independence with repositioning and ambulation.,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which step would the nurse take to improve evaluation if there is no previous experience with the patient or diagnosis?,Rely on nurse’s understanding of the diagnosis.,Follow the plan of care initially developed.,Discuss with colleagues who are familiar with the patient to confirm evaluation findings.,Continue the current plan of care to reinforce the continuation of the outcome.,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which action would the nurse perform when goals are not met?,Conclude the evaluation process.,Reassess patient factors.,Introduce new interventions.,Revise outcomes.,Redefine nursing diagnoses.,,B|C|D|E,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,What would the nurse do next if the goal is not achieved?,Continue with the current plan until the goal is achieved.,Consult with the health care team for best next steps for goal success.,Repeat the entire nursing process sequence to develop a nursing diagnosis and revise the plan of care as needed.,Perform an assessment on the patient specific to the nursing diagnosis to ensure that the planned interventions are appropriate.,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which step would the nurse take if the goal is still appropriate for the patient but has not yet been met?,Discontinue and create a new goal more appropriate for the patient’s condition.,Change the evaluation data or interventions to allow more time for the outcome to be met.,Continue with the same plan of care until success has been achieved.,Discuss the goal with the patient and other health care team members to ensure understanding of the outcomes expected.,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,The nurse would document which outcome result if the reassessment showed that the patient was still experiencing severe pain after the administration of the prescribed analgesic?,Positive,Undesirable,Failed,Continuing,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which element is part of the evaluation process?,Identifying evaluative criteria and standards,Collecting data to determine whether the criteria or standards have been met,Assessing the patient continually for changes to diagnoses,Interpreting and summarizing findings,"Terminating, continuing, or revising the care plan",Implementing the nursing care plan,A|B|D|E,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which description is associated with standards of care?,A summary statement of what will be accomplished when the patient has met all expected outcomes,Defined as the types of therapies typically administered to patients with defined problems or needs,Expected behaviour or response that indicates resolution of a nursing diagnosis or maintenance of a healthy state,The changes that have occurred in response to nursing care,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which action taken by the nurse in collaboration with the patient helps to form the outcomes and health-related goals?,Implementation of interventions,Collect data,Identify patient needs,Evaluate skills and knowledge set of the health care team,Establish goals,Select nursing interventions,B|C|E|F,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,A change in the patient’s blood pressure from 180/100 mm Hg to 130/82 mm Hg 6 hours after antihypertensive medication is an example of what?,Expected outcome,Clinical reassessment,Care plan revision,Evaluative measure,,,D,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which source of data would be the best option for the nurse to utilize if the nurse has limited experience with the patient and minimal previous experiences caring for a patient with a similar diagnosis?,Nurse’s personal knowledge of the diagnosis,Coworkers who have cared for and evaluated the patient’s changes from previous shifts,Physician orders,Nurse’s assessment of the patient,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which statement by the nurse supports the positive outcome of the patient goal “Patient will self-administer insulin within 3 days”?,Patient independently prepared accurate dosage in syringe and self-administered injection by day 4 of education.,Patient unsuccessfully described the necessary steps in drawing up the insulin dosage by day 4 of education.,Patient administered morning insulin dosage and performed self-injection correctly within 2 days of education.,Patient was unable to correctly state the insulin dosage to be administered before lunch within 3 days of education.,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which phrase describes the aim of care plans for chronic diseases?,Resolve the chronic illness. ,Improve the quality of chronic illness.,Improve the patient’s acceptance of the illness.,Primarily focus on symptom management.,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which step would the nurse take when a goal is not met in the patient’s care?,Reassess the patient.,Refer the patient for specialized care.,Repeat the entire nursing process.,Revise the care plan.,Discontinue the care plan for the patient.,,A|C|D,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
